sentences,cluster_ids,ids,wait_start,trial_sent_start,response,response_time
"'Tentò così l''esperienza in Europa, ma non superò un provino sostenuto con il Sunderland.'",307,301080,1145.265798,1146.000005,'2',0.697556106
'Scorre poi lungo il confine con Meduna di Livenza e la provincia di Treviso.',278,280438,1150.802207,1152.000005,'3',1.23604846
'La carriera di _pek Soro_lu inizia nel 2002 tra le file del Galatasaray Spor Kulübü.',384,379910,1157.683905,1158.000004,'2',0.817896949
'Vinse anche una tappa al Giro di Svizzera nel 1946 e la Zurigo-Losanna nel 1947.',104,106840,1163.087028,1164.000004,'3',1.071087652
"'Il giornale venne venduto a Hearst Corporation nel 1972, che pubblicava il rivale American Record.'",244,244328,1169.518335,1170.000006,'2',1.114702733
"'Nel drive successivo, Hanie guidò i Bears a un secondo touchdown in soli 82 secondi.'",20,21927,1175.35353,1176.000005,'2',1.048223543
"'Chiaramente, la tribù trae ancora grande orgoglio dalla sua prodezza e dal suo valore militari.'",132,132960,1181.217007,1182.000005,'2',0.484249226
'Il margine prossimale deve essere una zona del colon flessibile e senza ipertrofia o infiammazione.',122,122152,1186.702102,1188.000004,'4',1.357706063
"'La città più grande è Kaunakakai, che è anche uno dei due porti sull''isola.'",163,166881,1193.565642,1194.000004,'3',1.494928169
"'Nel 1990 la TSR pubblicò una seconda edizione del gioco, etichettandola erroneamente come terza edizione..'",151,151677,1199.548458,1200.000006,'2',0.628034204
'La bukovskýite è un minerale che prende il nome dal chimico ceco Antonin Bukovsky.',197,201755,1205.153525,1206.000006,'3',1.602193802
"'Il 1969 vede il centauro ternano Campione Italiano Juniores della 250, sempre con una MotoBi.'",216,215464,1211.518545,1212.000005,'4',0.549313467
"'È sepolto nell''atrio della Basilica di Santa Maria in Trastevere, suo titolo cardinalizio.'",60,62794,1216.702793,1218.000006,'3',0.557242671
'La principale vittoria da professionista fu un tappa al Giro d Italia nel 1951.',101,106656,1222.368337,1224.000006,'2',0.448605476
"'Esse si ritirarono subito dopo, lo Yugiri trainando lo Shirakumo rimasto senza energia motrice.'",297,299168,1228.468374,1230.000004,'2',0.396677587
"'La diocesi comprende la città di Sebenico, dove si trova la cattedrale di San Giacomo.'",116,118574,1234.418722,1236.000007,'3',0.383669173
'Breeland fu scelto dai Washington Redskins nel corso del quarto giro del Draft 2014.',19,22181,1240.58352,1242.000006,'3',0.625401641
'Si tratta di una storia d amore scritta intorno al 1600 da Vitsentzos Kornaros.',90,94797,1247.021474,1248.000006,'3',0.580237873
"'Elton si cimenta a raggiungere note abbastanza alte, in special modo durante il ritornello.'",316,312983,1252.714554,1254.000005,'2',0.148898121
"'Sede vescovile è la città di Nyahururu, dove si trova la cattedrale di Maria Immacolata.'",112,118531,1258.249061,1260.000004,'2',0.037082511
'L''espandersi del fenomeno costrinse alla mobilitazione sia le autorità francesi che quelle siamesi.',134,136760,1264.317492,1266.000006,'2',1.981807016
"'Negli anni 1983-1984 l''esposizione venne riallestita, mutando e migliorando il percorso logico espositivo.'",228,225351,1271.733321,1272.000005,'3',1.820191638
'Numerosi esempi sono stati trovati nelle carte del notaio Giacomo Zabbara risalenti al 1486-1501.',174,173312,1277.552924,1278.000005,'4',1.479789861
'Il 1997 cominciò con le premesse del 1996 ed ebbe le stesse conclusioni deludenti.',264,258896,1283.449939,1284.000006,'3',1.068607733
"'Vento scomposto è il quarto romanzo di Simonetta Agnello Hornby, pubblicato in Italia nel 2009.'",48,51850,1289.234665,1290.000004,'3',0.309836611
'Il cão de água português è una razza di cane d acqua di origine portoghese.',124,130126,1294.501749,1296.000006,'3',2.308748515
"'Nel corso degli anni fu modificata la struttura dello stadio, ampliando la capacità dello stadio.'",324,325887,1302.449978,1302.450015,'2',0.852332712
"'Pohl scrisse egli stesso molte storie, per riempire la rivista e aumentare il suo stipendio.'",241,245685,1307.516618,1308.000006,'3',1.176671549
"'Lasciati gli Hornets, dal 1991 al 2001 fu capo allenatore dei Golden State Warriors.'",42,44075,1313.584658,1314.000005,'2',1.792118574
"'La Bol šaja è un fiume della Russia europea meridionale, affluente di sinistra della Kalitva.'",282,279836,1319.813749,1320.000006,'4',1.87915296
"'Discussione di alcuni principali processi fonologici, come di importanti allofoni o di regole di assimilazione.'",171,170821,1326.101395,1326.101434,'3',0.33853813
'L Ordine dei santi patroni d Italia fu un ordine cavalleresco della Repubblica sociale italiana.',109,112714,1330.718833,1332.000005,'1',0.656899253
"'Come lato B, il brano è arrivato alla 53a posizione di Billboard Hot 100.'",315,316656,1336.803037,1338.000006,'5',0.777386866
"'Al contrario di Xiaomu, Saya è dalla parte dell''organizzazione rivale della Shinra Ouma.'",374,376031,1342.785799,1344.000006,'3',0.622435371
"'Al passo molti springer ambiano il che non è difetto, ma tipico della razza.'",127,130302,1353.863241,1353.86328,'5',1.59442507
'Il 20 luglio 2012 Fayne prolungò per altre due stagioni con i New Jersey Devils.',157,160773,1359.482338,1359.482379,'2',1.869047546
'Il giovane re divenne succube del Phraya Kalahom e fu assassinato nell''agosto del 1629.',203,209601,1365.548711,1365.54875,'2',0.377385234
"'Dopo 104km di corso il fiume sfocia nel Jijia, vicino alla città di Chipere_ti.'",281,277219,1369.98462,1369.984667,'3',0.76674551
'Dopo la rivoluzione di velluto del 1989 l''azienda diventa società per azioni nel 1990.',84,89302,1374.797896,1374.797938,'3',0.522775234
"'Ha raggiunto la 27a posizione della classifica mondiale nel settembre 2016, suo attuale best ranking.'",366,360660,1379.414145,1380.000004,'4',0.574138059
'Il 10 settembre 2016 a Boscomantico si sono festeggiati i 100 anni dell''aeroporto.',11,6195,1385.151472,1386.000006,'2',1.944737698
"'Dopo aver raggiunto Malta l''11 settembre, la nave venne internata ad Alessandria d Egitto.'",300,297634,1391.829748,1392.000007,'2',0.299743125
'L Ostniederdeutsch è un gruppo di dialetti parlati prevalentemente in Germania orientale e Polonia settentrionale.',168,168701,1396.398935,1398.000005,'4',1.338451738
"'In quella stagione si classificò quarto nella classifica finale del motomondiale, sua migliore prestazione.'",217,214057,1403.545769,1404.000004,'3',0.669322072
"'La prima regolamentazione organica dell''onorificenza è stata approvata col Decret 22 giugno 2004, n.'",107,112884,1408.746897,1410.000004,'2',0.488555072
'Notevole è l''apparato decorativo delle sei cappelle che si aprono sulla sinistra della chiesa.',275,273278,1414.565759,1416.000005,'1',0.319271277
"'Il tedesco Bert Grabsch dominò la gara, mantenendo una velocità media di 50km/h.'",97,96348,1420.368786,1422.000006,'1',0.95250522
'Nel 2016 è nello stesso team con un nuovo compagno di squadra Franco Morbidelli.',214,215833,1426.698443,1428.000004,'1',1.301918085
'Il territorio della diocesi si estende su 43.110km2 ed è suddiviso in 4 parrocchie.',114,117247,1433.261836,1434.000005,'1',1.615161738
"'Il bacio è un dipinto a olio su tela, alto 99 e largo 81 centimetri.'",25,25965,1439.678147,1440.000005,'1',0.060930479
"'57 Ceti è una stella gigante rossa di magnitudine 5,46 situata nella costellazione della Balena.'",66,69371,1444.29869,1446.000005,'4',0.36825201
'MTRG fa uso del protocollo SNMP per inviare due identificatori di oggetto a un dispositivo.',310,307370,1450.546697,1452.000006,'5',1.26630411
'L''ambientazione è stata concessa in licenza due volte per giochi di carte collezionabili.',150,151275,1457.73091,1458.000006,'3',0.968754013
'Questo format era già stato sperimentato nel novembre 2007 ma abbandonato dopo poco tempo.',356,356124,1462.78066,1464.000006,'1',0.750781313
"'Dagli anni 1980, lo stadio ha ospitato per sei volte la nazionale calcistica italiana.'",325,328714,1468.797748,1470.000006,'2',0.288955119
"'In questo settore, come del resto in tanti altri, le privatizzazioni sono state limitate.'",87,91446,1474.317924,1476.000005,'2',1.331138336
"'La stazione risulta essere molto trafficata, vista la sua popolarità tra i pendolari della zona.'",267,264335,1481.713295,1482.000005,'1',0.907917605
'Le dimensioni della carreggiata sono poco più ampie di quelle di una normale strada statale.',284,282905,1487.114189,1488.000004,'1',2.439944571
'L''autorità aeroportuale ha in concessione l''aeroporto dalla città di New York dal 1947.',7,8273,1494.680062,1494.680101,'2',0.676422894
"'Era il figlio di Henry Brand, I visconte Hampden, e di sua moglie, Eliza Ellice.'",251,250187,1499.180136,1500.000004,'2',1.1227482
"'L''anno dopo fu al servizio della Spagna, per cui combatté in diverse battaglie.'",249,248405,1505.314192,1506.000004,'3',0.652285173
"'Dopo la morte di Vittorio, sposò io 15 febbraio 1813 il barone Federico di Stein-Liebenstein-Barchfeld'",205,205859,1510.447756,1512.000007,'5',1.161312949
"'I traguardi volanti hanno continuato ad assegnare abbuoni di 6, 4 e 2 secondi.'",93,98506,1517.36272,1518.000006,'4',0.492037873
"'Nel gennaio 2013 passa alla Pallavolo Motta di Motta di Livenza, sempre in Serie B1.'",381,382181,1522.597434,1524.000006,'5',0.822414141
"'Viene convocato per gli Europei 2016 in Francia, in sostituzione dell''infortunato Alan Dzagoev.'",305,302671,1528.979883,1530.000004,'4',0.896709065
"'I velivoli portavano, oltre alle coccarde ed alle insegne francesi, anche quella polacca in fusoliera.'",5,3864,1534.683194,1536.000004,'5',1.053219136
'Questo procurò alla band un tour in Europa insieme ai Gothminister come band di supporto.',231,231272,1541.248873,1542.000006,'4',1.051647579
'Nel caso che i villi coriali riescano a penetrare il miometrio viene definita placenta increta.',123,120264,1547.260654,1548.000005,'3',0.010615256
"'Da allora la stazione è il capolinea dell''attuale Linea Kachovskaya, staccatasi dalla Zamoskvoreckaja.'",176,178047,1552.213778,1554.000007,'4',1.740346704
'Dal 2 maggio 2016 lo spazio dedicato al TG5 non va più in onda.',357,354161,1559.592905,1560.000007,'3',1.794071394
"'La pupa dectica è sempre definita anche exarata, ossia possiede appendici libere e distaccabili.'",323,321016,1565.731787,1566.000006,'5',1.867469072
'Nel seguente elenco sono riportati gli altri eventi più significativi riguardanti il Cho Oyu.',218,218537,1572.043261,1572.0433,'4',1.014387292
'È un cane di piccola taglia caratterizzato da un lungo pelo liscio e pesante.',129,131874,1577.26499,1578.000006,'1',1.055598131
"'Nel 2012 ritorna in Spagna alla Movistar, che aveva lasciato al termine del 2008.'",99,107981,1583.148013,1584.000006,'2',2.041754418
"'Nella prima scena dello Stage 1, C.C. osserva il piccolo Lelouch indossando proprio abiti giapponesi.'",135,141928,1589.963489,1590.000005,'4',1.098675531
'Fu la prima volta che l''istituto del Palazzo Davanti arrivò a tanto potere.',208,205145,1595.361598,1596.000005,'3',0.957801273
"'In realtà la vetta più alta è il monte Popomanaseu, che tocca quota 2335 metri.'",223,218296,1600.79666,1602.000006,'1',2.109619523
'Nel luglio del 2006 l''intera azienda fu acquistata dal gruppo Perfetti Van Melle.',82,89591,1608.310596,1608.310644,'1',0.68942315
'Ha gareggiato nel 100 metri dorso maschile e a pallanuoto alle Olimpiadi estive 1948.',348,345166,1612.744298,1614.000005,'1',0.556416962
'Partenza a Sint-Niklaas con 185 corridori di cui 111 portarono a termine il percorso.',98,98529,1618.612418,1620.000006,'4',1.628258918
"'È divisa in due parti, corrispondenti al salone a sinistra ed all''albergo a destra.'",54,55957,1625.645022,1626.000004,'2',1.235815531
'Anche a Los Angeles raggiunge la semifinale in cui viene sconfitto da Stefan Edberg.',364,360192,1631.277713,1632.000006,'3',0.825158182
"'È ottavo nel 1998 e ancora nono l''anno successivo, con una Yamaha YZF-R6.'",211,211665,1636.929368,1638.000006,'3',1.596765481
"'Secondo lo United States Census Bureau, ha un area totale di 1,00 miglia quadrate.'",257,256044,1643.300081,1644.000006,'1',1.240409911
"'Eletto deputato all''Assemblée nationale nel 1993, è il deputato più giovane della legislatura.'",253,251488,1649.21166,1650.000004,'3',1.055093195
"'Durante la manifestazione prese parte anche alle finali dei 200,400 e 800m sl.'",345,347017,1654.829253,1656.000004,'3',1.49197438
"'Nel 1991 fu aperto ufficialmente l''aeroporto Giuseppe Verdi, realizzato tramite una società, la SO.GE.A.P.'",12,9555,1661.295583,1662.000005,'3',0.928113324
"'Nel 1934, prese parte alla notte dei lunghi coltelli contro le Sturmabteilung di Ernst Röhm.'",187,186697,1667.147168,1668.000004,'2',1.225660257
"'La divisa casalinga era costituita da una maglietta a strisce rossonere, pantaloncini e calzettoni neri.'",333,334176,1673.412594,1674.000005,'1',1.066698218
"'Le reliquie di San Claudio vennero arse nel marzo 1794, durante la Rivoluzione Francese.'",293,291374,1679.258327,1680.000005,'2',1.27485181
'A soli 16 anni debutta in Serie A1 nel San Lazzaro Pallavolo nella stagione 1985-86.',383,378432,1685.298525,1686.000005,'3',0.83775557
'Il Cando o Rio Cando è un piccolo torrente della Repubblica di San Marino.',279,276352,1691.027658,1692.000004,'2',0.439813566
'Nella stagione successiva Hay e i Black Hawks raggiunsero la finale della Stanley Cup.',160,158314,1696.477359,1698.000005,'2',1.111275128
'Questa voce raccoglie le informazioni riguardanti il Sorrento nelle competizioni ufficiali della stagione 1980-1981.',335,334526,1703.110418,1704.000006,'2',3.313504267
"'Fu vinta dall''italiano Daniele Contrini, al traguardo con il tempo di 4h19m41s.'",95,100002,1711.278192,1711.278231,'3',1.270016955
'L''11 luglio 2017 rinnovò il suo contratto con i Pistons per altri 2 anni.',41,43599,1716.080397,1716.080435,'3',0.449258341
'Questa voce raccoglie le informazioni riguardanti il FC Tokyo nelle competizioni ufficiali della stagione 2008.',334,331027,1720.763147,1722.000006,'2',0.003427322
"'Simile all''early happy hardcore, definita da un battito più leggero e sonorità rave.'",235,236120,1726.078951,1728.000004,'3',0.458309329
"'Lo Shield ha quindi cominciato ad attaccare Kane, salvo ritirarsi quando gli Usos sono intervenuti.'",337,339288,1732.259756,1734.000005,'3',0.425697517
'Persino Ryuken lo ritiene dotato di grande talento pari a quello di Toki e Raoul.',137,140755,1738.647684,1740.000006,'4',1.294417563
'Questa voce raccoglie le informazioni riguardanti la Pallavolo Chieri nelle competizioni ufficiali della stagione 2003-2004.',332,332398,1745.409615,1746.000004,'1',1.267265649
"'Mentre transitava nel canale Kaiser Wilhelm il 14 marzo 1917, la Kaiserin si arenò.'",296,297610,1751.54413,1752.000004,'2',1.95091571
"'In carriera ha vinto un titolo nel singolare, il WTA Swiss Open nel 1976.'",365,363383,1757.912147,1758.000004,'3',1.422000068
'Varie librerie sono state costruite sopra OpenGL per fornire funzionalità non disponibili in OpenGL stesso',311,309124,1763.394014,1764.000004,'3',0.61659337
'La strada ha origine dallo svincolo di Castellammare del Golfo sull''A29 Palermo-Mazara del Vallo.',289,287529,1768.742969,1770.000005,'2',0.397374477
'Aldobrandino d Este dopo la morte del padre ereditò il titolo di signore di Ferrara.',206,208696,1774.359583,1776.000005,'2',0.51049842
"'Il 24 marzo un convoglio entra nel campo, con la perdita dei cacciatorpediniere e.'",295,296646,1780.677277,1782.000006,'3',1.674909992
'Per quanto riguarda l''origine della viremia esiste la suddivisione fra forma attiva e passiva',118,121123,1787.657975,1788.000005,'2',0.004836344
"'In particolare, il Darwinopterus robustidens sembra essere stato uno specialista nel cibarsi di coleotteri.'",319,323775,1791.876707,1794.000006,'3',0.932834427
"'Fino alla finale l''Errani, partendo dalle qualificazioni, ha incontrato solo tenniste americane battendole tutte.'",363,365970,1798.889992,1800.000007,'2',0.912132821
"'La serie è ambientata in Sicilia, ma è stata quasi interamente girata in Puglia.'",353,348235,1805.025171,1806.000007,'2',0.848633956
'Suo figlio Tim è stato anche un pilota di Formula 1 con scarsa fortuna.',263,258469,1810.843786,1812.000005,'3',1.358470221
"'HD 197540 è una stella gigante gialla di magnitudine 6,5 situata nella costellazione del Capricorno.'",67,71958,1817.244699,1818.000004,'4',1.26906157
"'Dopo questo viaggio avventuroso di ventotto giorni, Airoldi, tuttavia, non poté partecipare alla maratona.'",28,35875,1823.424743,1824.000004,'3',1.14591736
'Il progetto museografico è elaborato personalmente da Depero tra il 1957 e il 1959.',226,225952,1829.14065,1830.000005,'3',1.225533314
'A pochikm dal traguardo si forma un gruppo di una quindicina di corridori.',96,101156,1835.225132,1836.000005,'3',0.271315375
'Il fiume ha una portata d acqua tra i 2 ed i 1500 m3/s.',283,279151,1840.008206,1842.000004,'2',0.734298094
"'In questo caso si verificheranno contrapposizioni violente fra Stati, religioni, entità terroristiche e pirati privati.'",53,53645,1846.657086,1848.000006,'2',1.379809739
"'Il dipinto ha subito una pulitura leggera, in occasione della mostra a Firenze nel 1922.'",24,25757,1853.543473,1854.000005,'2',0.507688203
'Il motore era di cilindrata piuttosto bassa per essere un 8 cilindri solo 1719cm3.',36,39716,1858.614016,1860.000004,'3',1.539551344
"'In virtù di questo fatto, la canzone viene chiamata abitualmente Sappy per evitare confusione.'",314,313573,1865.524538,1866.000004,'2',0.543638868
"'Agli europei indoor di Atene del 1985 concluse terzo con un lancio a 21,23 metri.'",29,34271,1870.542005,1872.000004,'3',0.381385968
'Dal 1998 la Libera università di lingue e comunicazione IULM porta il nome attuale.',367,370083,1876.60805,1878.000006,'3',0.591624747
'Negli anni novanta la rivista continuò ad essere un punto di riferimento del settore.',245,241225,1882.574778,1884.000005,'2',0.460998152
"'Con l''aiuto del padre ha aperto un ristorante in Odaiba, Tokyo chiamato Kamei-do.'",232,228368,1888.475626,1890.000005,'4',0.506232168
"'Nella stagione 2006-07 torna in Germania, con il Dürener Turnverein 1847, debuttando in 1.'",379,381238,1894.324106,1896.000006,'2',1.280411171
'Bomberman è l''unico che può fronteggiare Wario e riportare l''equilibrio nel suo mondo.',377,375245,1901.225628,1902.000005,'3',0.517068122
"'Il 14 aprile 1577 fu eletto vescovo di Fermo, nonostante non fosse ancora stato ordinato.'",64,62888,1906.411933,1908.000004,'2',0.624305858
'Lo scopo dell XB-19 era quello di testare le caratteristiche di volo di bombardieri giganti.',6,4945,1913.024909,1914.000004,'3',0.004221638
'Diresse la piantagione con un pugno di ferro che portò al suo omicidio nel 1904.',166,165037,1918.338206,1920.000004,'2',0.712146988
"'A nord l''isola viene attraversata dal Ponte Massimiliano, che porta verso il Maximilianeum.'",161,164306,1924.909748,1926.000004,'3',1.11243093
'Globalmente la stazione possiede due ingressi a cui si aggiungono tre accessi diretti ai binari.',270,264270,1930.906571,1932.000004,'2',1.344100804
'Sul retro la medaglia presenta un gladio romano attorniato da una corona d alloro.',110,112553,1937.540372,1938.000006,'2',0.287529952
'Tale configurazione telaistica ha permesso l''ottenimento di un peso inferiore ai 950 kg.',33,40074,1942.272896,1944.000005,'3',0.109235018
'Astrolove è un programma televisivo che fa parte del palinsesto di Real Time dal 2013.',359,354929,1947.911706,1950.000006,'3',0.32832695
"'Tuttavia i Rybaxel perderanno di nuovo contro i loro avversari, Cody Rhodes e Goldust.'",336,340722,1954.490977,1956.000005,'4',0.00460476
"'I tedeschi, riconoscendo l''indifendibilità della propria posizione, si ritirarono dalla Marna verso nord.'",182,181908,1959.859372,1962.000004,'2',0.412535365
"'Presero il via da Compiègne 186 ciclisti, 92 di essi portarono a termine la gara.'",94,97941,1966.210707,1968.000007,'3',0.062779692
'Originariamente la canzone è stata scritta per l''album d esordio The Scream del 1978.',14,15071,1972.2597,1974.000005,'3',0.277570353
'Nel 2000 prese parte ai Giochi olimpici di Sydney ottenendo il quattordicesimo posto nell''eptathlon.',30,34567,1978.28783,1980.000006,'3',1.215792729
'Poi Giuseppe Viani lo fa esordire in Serie A il 20 marzo 1960 in Udinese-Milan.',306,303510,1985.508566,1986.000004,'2',0.004865295
'Dal 15 dicembre 2013 la stazione è fornita da un sottopassaggio munito di ascensori.',268,267289,1990.490364,1992.000005,'3',0.523725334
'La Tyrrell fa nuovamente doppietta nel Gran Premio di Germania al Nürburgring il 1o agosto.',262,258585,1996.54442,1998.000004,'2',0.554453799
"'Professionista tra il 1926 ed il 1930, conta la vittoria di una Tre Valli Varesine.'",102,106903,2002.776401,2004.000005,'4',0.003563399
'Il tracciato prosegue fino al raggiungimento del litorale che costeggia ininterrottamente fino al suo termine.',285,286168,2008.323145,2010.000006,'3',0.416381586
'La malattia di Crohn aumenta anche il rischio di cancro nella zona di infiammazione.',120,125570,2014.603935,2016.000007,'2',0.333995881
'Nel periodo 1874-1961 è stata l''unica università del paese ad attribuire titoli accademici.',372,366937,2020.339556,2022.000021,'4',0.325984299
"'Storicamente, la RDC è stata dominata dalla politica del partito unico dell''uomo forte.'",92,93254,2026.113088,2028.000007,'3',0.750557829
'Il Portogallo ricevette ventiquattro Curtiss SB2C-5 insieme con parti di ricambio e accessori nel 1950.',4,5566,2032.57332,2034.000004,'2',0.208858552
'In agosto la Volkspolizei fu posta sotto il comando del ministro dell''interno tedesco.',194,195644,2038.420613,2040.000005,'3',1.561209295
'La concentrazione plasmatica massima viene raggiunta in genere entro 2-4 ore dall''assunzione della molecola.',75,74697,2045.374489,2046.000006,'2',0.660368695
'Il museo si trova in quella che un tempo era la centrale termoelettrica di Bankside.',224,223085,2050.575924,2052.000005,'2',0.902495462
'Fu ordinato vescovo a Roma l''8 giugno 1549 dal cardinale Juan Álvarez de Toledo.',63,60637,2057.076474,2058.000005,'3',0.326222659
"'Anche nell''inverno 2008-2009 partecipa alla GP2 Asia, vincendola, e nel 2009 al campionato GP2.'",261,259774,2062.306891,2064.000005,'3',0.116195826
"'Peraza si esibì in tutti i locali delle zone circostanti, tra cui nel Manhole Shelley.'",230,231994,2068.092743,2070.000006,'3',0.006732714
"'L''incontro con Jimmy Darmody durante una visita ai veterani, gli cambia la vita.'",139,138428,2074.190993,2076.000006,'3',0.554421279
"'Tre settimane dopo, invece, avvenne il secondo scontro nel quale Bruto fu rovinosamente battuto.'",181,183987,2080.339059,2082.000006,'3',0.29141226
"'Il rimanente tratto, da Rezzato a Limone sul Garda, è invece rimasto all''ANAS.'",286,283488,2086.241025,2088.000005,'2',0.583564029
'Tutte le medaglie vengono conferite in forma originale dal Dipartimento della Difesa degli Stati Uniti.',106,112894,2092.393439,2094.000007,'3',0.026213637
'Il nome è in riferimento alla composizione chimica è un minerale con prevalenza di cerio.',198,202426,2098.222172,2100.000004,'4',0.658559476
"'Con la totale indipendenza norvegese,venne approvata una legislazione rafforzante del sistema introdotto nel 1885.'",190,197358,2104.803998,2106.000006,'3',0.309354109
"'Non necessita di particolari cure, una spazzolata periodica contribuisce ad eliminare il pelo morto.'",128,128022,2110.286735,2112.000005,'2',0.520470335
'L''8 aprile 2009 DeRozan annuncia che entrerà a far parte del Draft NBA.',43,45817,2116.488195,2118.000006,'4',0.092116759
"'Csáfordjánosfa è un comune di 244 abitanti situato nella provincia di Gy_r-Moson-Sopron, nell''Ungheria nordoccidentale.'",258,255497,2121.907171,2124.000006,'5',0.658360686
'Sotto la vetta sono evidenti i resti del presidio austriaco della prima guerra mondiale.',219,217896,2128.655332,2130.000006,'2',0.621614145
"'Gareggiò poi nel Motomondiale, in varie classi fino al termine della stagione vittoriosa del 1955.'",215,213386,2134.623378,2136.000006,'3',0.701749405
"'I primi due film TV sono stati trasmessi dalla NBC, il terzo dalla CBS.'",354,348182,2141.989783,2142.000008,'4',0.241094657
"'In mancanza di eredi, gli successe come era facile prevedere, il fratello minore Leopoldo.'",202,208448,2146.271364,2148.000017,'2',0.64174183
'Il dansi si può considerare derivato dalla rumba congolese degli anni 30 e sessanta.',239,234134,2152.641704,2154.000005,'3',0.004623367
'I Rutuli sono un gruppo etnico situato in Daghestan e in alcune località dell''Azerbaigian.',130,134823,2157.968413,2160.000006,'3',0.645589471
'Chiama la signorina Holland e la incarica di far spedire la missiva a Meredith',52,51090,2164.653606,2166.000004,'4',1.113894208
'Follie del cinema è un film del 1932 diretto da Clyde Bruckman. con Harold Lloyd..',144,144631,2171.152074,2172.000006,'4',0.750586922
'Con decreto del 12 novembre 1976 al battaglione fu assegnata la Bandiera di Guerra.',191,197578,2176.920977,2178.000004,'4',0.154597617
'Appena scelto fu scambiato dai Nuggets insieme a Rodney Rogers per arrivare a Antonio McDyess.',39,43065,2182.156805,2184.000006,'3',0.268377677
"'Il 28 agosto, la brigata venne trasferita in Estonia, nella zona del lago Peipus.'",189,192890,2188.560641,2190.000005,'3',0.416187977
"'Oltre all''inglese e al filippino, conosce anche l''italiano, lo spagnolo e il francese.'",59,60115,2194.442741,2196.000004,'1',0.091565581
"'Il coimperatore, infatti, non volle mai consumare il matrimonio perché riteneva Sofia troppo brutta.'",210,208695,2199.902145,2202.000006,'1',0.708848215
"'Nel 1927 venne ripristinata la facciata, che riflette le linee del sezionamento delle navate.'",277,272400,2206.727167,2208.000004,'3',0.006857478
"'Sede vescovile è la città di Oslo, dove si trova la cattedrale di Sant Olav.'",115,114247,2212.001706,2214.000005,'2',0.429028606
'Con la ha preso parte ai Giochi olimpici 1980 e ai FIBA EuroBasket 1983.',40,46370,2218.636746,2220.000007,'4',0.573489588
"'La divisa casalinga era completamente rossa, a strisce verticali nere, pantaloncini neri e calzettoni rossoneri.'",331,332607,2224.47094,2226.000004,'1',0.010249969
"'Quindi, passando attraverso diversi proprietari, giunse ad essere la sede odierna della Guardia di Finanza.'",55,54167,2230.252864,2232.000004,'2',0.119453578
"'Nel 2006, ad Atene, ha preso parte ai 3000m piani della Coppa del Mondo.'",32,33300,2236.336012,2238.000006,'3',0.265351758
'Dati aggiornati alla conclusione dei Campionati europei di nuoto in vasca corta 2009 di Istanbul.',344,342832,2242.338131,2244.000006,'4',0.195875639
'Il Comitato Olimpico Capoverdiano venne creato nel 1989 e riconosciuto dal CIO nel 1993.',338,338008,2248.404615,2250.000005,'4',0.55099246
'L''aeroporto è stato inaugurato nel 1940 con un volo con destinazione la capitale.',9,9857,2254.518842,2256.000006,'1',0.476402586
"'I sadlermuit, come nella vicina isola di Southampton, si estinsero contraendo malattie dagli occidentali.'",167,164509,2260.307586,2262.000006,'2',0.313022438
'Segue l''elenco degli insigniti dell''ordine di Massimiliano per le scienze e le arti.',108,108700,2266.336653,2268.000006,'3',0.175505823
'Appartiene al circondario di Bad Kreuznach ed è parte della comunità amministrativa di Kirn-Land.',260,256087,2271.970889,2274.000005,'4',0.006805347
'Nel periodo estivo l''aeroporto gestisce più di 60 voli di linea al giorno.',8,6518,[],[],[],[]
"'L''abitato venne fondato dai fratelli Pancracio, Nicolás, Ezequiel''e Sinforoso Vargas nel 1794.'",259,254598,[],[],[],[]
"'Kysor, era in origine un hotel''e si trova al 430 di North Main Street.'",57,57855,[],[],[],[]
'Oggi la villa ospita il Comando Militare Esercito Friuli Venezia Giulia con adiacente Circolo Ufficiali.',56,55580,[],[],[],[]